Tweet_count,Original_Text,Translated_Text,Category,Sentiment
448,"""⚠️ Vous avez le droit de savoir ce que vous mangez ! Nous lançons le label ""Sans Farine d’Insecte"" pour garantir une alimentation 100% transparente.""
https://t.co/uFzPem3g0y
... https://t.co/k7TCab7N1R","""⚠️ Vous avez le droit de savoir ce que vous mangez ! Nous lançons le label ""Sans Farine d’Insecte"" pour garantir une alimentation 100% transparente.""
https://t.co/uFzPem3g0y
... https://t.co/k7TCab7N1R",mix,positive
449,"la solution à TOUS vos problèmes 

-80kg ? Ankle pick
+80kg ? Ankle pick 
+100kg ? Ankle pick 
+100kg mais nutrition de chez @lethalbjj ? bismillah et on tente Ankle pick https://t.co/60so2LncUv","la solution à TOUS vos problèmes 

-80kg ? Ankle pick
+80kg ? Ankle pick 
+100kg ? Ankle pick 
+100kg mais nutrition de chez @lethalbjj ? bismillah et on tente Ankle pick https://t.co/60so2LncUv",healthy,neutral
450,"Un dialogue bilatéral fructueux avec le PAM, une agence 🇺🇳 illustrant le multilatéralisme efficace promu par la 🇫🇷. Réponse concrète aux crises, logistique d’urgence, alimentation scolaire, résilience face aux chocs climatiques, innovation &amp; IA, partenariats avec le secteur privé https://t.co/uydVXGJ9mI","Un dialogue bilatéral fructueux avec le PAM, une agence 🇺🇳 illustrant le multilatéralisme efficace promu par la 🇫🇷. Réponse concrète aux crises, logistique d’urgence, alimentation scolaire, résilience face aux chocs climatiques, innovation &amp; IA, partenariats avec le secteur privé https://t.co/uydVXGJ9mI",mix,positive
451,"🏛️ Je présentais hier un amendement visant à interdire l’implantation d’éoliennes et de panneaux solaires sur les aires d’alimentation des captages d’eau potable.
💧 La qualité de notre eau potable doit être une priorité!
✅ Ne prenons aucun risque pour la sécurité sanitaire des https://t.co/A8pIENwWPK","🏛️ Je présentais hier un amendement visant à interdire l’implantation d’éoliennes et de panneaux solaires sur les aires d’alimentation des captages d’eau potable.
💧 La qualité de notre eau potable doit être une priorité!
✅ Ne prenons aucun risque pour la sécurité sanitaire des https://t.co/A8pIENwWPK",mix,positive
452,"Comment allez-vous ?  

Alimentation, sommeil, activité physique, dépistage, soins, automédication, bilan, vaccins... Un guide indispensable, à récupérer chez votre marchand de journaux jusqu'au 2 avril ! 🩺 
👉 https://t.co/KxlI3QKE6n https://t.co/C7ogFxWcAI","Comment allez-vous ?  

Alimentation, sommeil, activité physique, dépistage, soins, automédication, bilan, vaccins... Un guide indispensable, à récupérer chez votre marchand de journaux jusqu'au 2 avril ! 🩺 
👉 https://t.co/KxlI3QKE6n https://t.co/C7ogFxWcAI",healthy,positive
453,"Pas peu fier de mon level 100 sur Ringfit. 

Couplé à l’arrêt du coca, de la majorité de sucre que j’ingurgitai et d’une alimentation plus saine, après 5 mois d’exercices les résultats font plaisir! 🔥🔥🔥

Qui d’entre vous l’utilise? https://t.co/awvVC3YABJ","Pas peu fier de mon level 100 sur Ringfit. 

Couplé à l’arrêt du coca, de la majorité de sucre que j’ingurgitai et d’une alimentation plus saine, après 5 mois d’exercices les résultats font plaisir! 🔥🔥🔥

Qui d’entre vous l’utilise? https://t.co/awvVC3YABJ",mix,positive
454,"Réduire la consommation de viande des Français de 15% d'ici 2035 mais en tenant compte des contraintes et aspirations de chaque catégories socio-économiques : c'est ce que proposent des chercheurs dans un rapport publié lundi.
https://t.co/uwMwdqaTWS","Réduire la consommation de viande des Français de 15% d'ici 2035 mais en tenant compte des contraintes et aspirations de chaque catégories socio-économiques : c'est ce que proposent des chercheurs dans un rapport publié lundi.
https://t.co/uwMwdqaTWS",mix,neutral
455,"🇺🇸 #IPC États-Unis - Augmentation des prix sur 1 an :

Transports : +8%
Services publics de gaz : +4.9%
Logement : +4.4%
Alimentation hors domicile : +3.4%
IPC global : +3%
Soins médicaux : +2.7%
Électricité : +1.9%
Alimentation à domicile : +1.9%
Voitures occasion : 1%
Essence :","🇺🇸 #IPC États-Unis - Augmentation des prix sur 1 an :

Transports : +8%
Services publics de gaz : +4.9%
Logement : +4.4%
Alimentation hors domicile : +3.4%
IPC global : +3%
Soins médicaux : +2.7%
Électricité : +1.9%
Alimentation à domicile : +1.9%
Voitures occasion : 1%
Essence :",healthy,neutral
456,"Former 100 000 soignants par an à l’Intelligence Artificielle, pourquoi pas.

Les former au préalable à la Nutrition Santé, à l’Activité Physique Adaptée et aux Interventions Non Médicamenteuses, ce serait bien aussi.","Former 100 000 soignants par an à l’Intelligence Artificielle, pourquoi pas.

Les former au préalable à la Nutrition Santé, à l’Activité Physique Adaptée et aux Interventions Non Médicamenteuses, ce serait bien aussi.",healthy,positive
457,"🛑 Nouvelles révélations sur le scandale de l'USAID

Un scandale que les mainstreams français ne vous diront jamais tellement ils sont impliqués.

@InDiaVeritas @tabletc4 @kittylt

https://t.co/KvjUw4Z2dW","🛑 Nouvelles révélations sur le scandale de l'USAID

Un scandale que les mainstreams français ne vous diront jamais tellement ils sont impliqués.

@InDiaVeritas @tabletc4 @kittylt

https://t.co/KvjUw4Z2dW",mix,negative
458,1/n #Burundi:Le Comité de Pilotage de la Plateforme Provinciale de Sécurité Alimentaire et de nutrition (COPIL/PPSAN) a organisé ce mercredi une réunion d'évaluation des progrès de la mise en œuvre des plans d'actions 2024-2025 des PCSAN https://t.co/9nOwGjKUbD,1/n #Burundi:Le Comité de Pilotage de la Plateforme Provinciale de Sécurité Alimentaire et de nutrition (COPIL/PPSAN) a organisé ce mercredi une réunion d'évaluation des progrès de la mise en œuvre des plans d'actions 2024-2025 des PCSAN https://t.co/9nOwGjKUbD,healthy,neutral
459,"⚡️ La SBEE informe sa clientèle qu'un effacement de la tension électrique en provenance du Nigéria perturbe l'alimentation. Des efforts sont en cours pour rétablir la situation. Des coupures sont à prévoir dans certaines zones.
#SBEE #Bénin #Énergie  
Contactez le 7302 pour plus https://t.co/MioAusSPwi","⚡️ La SBEE informe sa clientèle qu'un effacement de la tension électrique en provenance du Nigéria perturbe l'alimentation. Des efforts sont en cours pour rétablir la situation. Des coupures sont à prévoir dans certaines zones.
#SBEE #Bénin #Énergie  
Contactez le 7302 pour plus https://t.co/MioAusSPwi",mix,negative
460,"Une alimentation saine a un énorme impact sur votre santé et réduit le risque d’obésité, de diabète et de maladies cardiaques. La Dre Joyce explique comment. 👇🏿
#VotreSantéDAbord https://t.co/qHd2UWI6Zh","Une alimentation saine a un énorme impact sur votre santé et réduit le risque d’obésité, de diabète et de maladies cardiaques. La Dre Joyce explique comment. 👇🏿
#VotreSantéDAbord https://t.co/qHd2UWI6Zh",mix,positive
461,"Écouté sur France Culture.
Sécurité Sociale de l'Alimentation : la grande imposture.
Des bobos qui se réunissent pour manger bio à pas cher. Leur objectif immédiat : récupérer un max de subventions publiques locales.
Leur objectif final : faire passer une loi pour faire payer","Écouté sur France Culture.
Sécurité Sociale de l'Alimentation : la grande imposture.
Des bobos qui se réunissent pour manger bio à pas cher. Leur objectif immédiat : récupérer un max de subventions publiques locales.
Leur objectif final : faire passer une loi pour faire payer",mix,negative
462,"J’ai visité un marché soutenu par @WFP, où les familles rohingyas accèdent à des aliments locaux et nutritifs via un système de bons électroniques.

Garantir une alimentation saine aux réfugiés renforce la sécurité alimentaire tout en préservant leur dignité, autonomie et choix. https://t.co/c5bVDeerXh","J’ai visité un marché soutenu par @WFP, où les familles rohingyas accèdent à des aliments locaux et nutritifs via un système de bons électroniques.

Garantir une alimentation saine aux réfugiés renforce la sécurité alimentaire tout en préservant leur dignité, autonomie et choix. https://t.co/c5bVDeerXh",healthy,positive
463,« estomac de maçon » et c’est le plat le plus+ healthy que t’as vu de ta vie,« estomac de maçon » et c’est le plat le plus+ healthy que t’as vu de ta vie,healthy,positive
464,"Jean-François Raux @RauxJF  est l'ex-directeur général de l’UFE (Union Française de l’Électricité). Forcément, quand il parle du sujet, c'est du solide, et c'est passionnant
Ici, il est question de priorité donnée à l'éolien et au solaire dans l'alimentation du réseau. Et pour","Jean-François Raux @RauxJF  est l'ex-directeur général de l’UFE (Union Française de l’Électricité). Forcément, quand il parle du sujet, c'est du solide, et c'est passionnant
Ici, il est question de priorité donnée à l'éolien et au solaire dans l'alimentation du réseau. Et pour",mix,positive
465,"Ils sont passés chez-nous plusieurs fois pour essayer de me vendre de la viande. J'ai toujours refusé pour plusieurs raisons, mais surtout parce que je trouve ça weird un gars qui vient sonner pour te donner des échantillons de viande.
https://t.co/Qz5aP6Ifcn","Ils sont passés chez-nous plusieurs fois pour essayer de me vendre de la viande. J'ai toujours refusé pour plusieurs raisons, mais surtout parce que je trouve ça weird un gars qui vient sonner pour te donner des échantillons de viande.
https://t.co/Qz5aP6Ifcn",mix,negative
466,"Ce 11 février, nous célébrons les #FemmesetFillesEnScience !
Grâce à une éducation de qualité, @LaouratouDia, Chargée de Nutrition à @WFP_CotedIvoire, a réalisé son rêve. En 🇨🇮, le PAM soutient les filles pour qu’elles puissent en faire autant.
🎧Écoutez son message inspirant !⬇️ https://t.co/rQV1holIR1","Ce 11 février, nous célébrons les #FemmesetFillesEnScience !
Grâce à une éducation de qualité, @LaouratouDia, Chargée de Nutrition à @WFP_CotedIvoire, a réalisé son rêve. En 🇨🇮, le PAM soutient les filles pour qu’elles puissent en faire autant.
🎧Écoutez son message inspirant !⬇️ https://t.co/rQV1holIR1",healthy,positive
467,"🌍 Comment relever les défis alimentaires en Afrique ? 🍽

Le 30 mai 2024 à Paris, le Groupe Interacadémique pour le Développement (GID) a organisé une controverse interacadémique autour des liens entre croissance démographique, alimentation et durabilité. Experts et chercheurs y","🌍 Comment relever les défis alimentaires en Afrique ? 🍽

Le 30 mai 2024 à Paris, le Groupe Interacadémique pour le Développement (GID) a organisé une controverse interacadémique autour des liens entre croissance démographique, alimentation et durabilité. Experts et chercheurs y",mix,neutral
468,"L'emballage de notre alimentation devrait être comme cela.

Pour

Dessert,
Confiseries,
Boissons sucrées,
Etc...

Au lieu d'avoir des emballages mensongés.

C'est une mafia ! https://t.co/veBtJHzcI1","L'emballage de notre alimentation devrait être comme cela.

Pour

Dessert,
Confiseries,
Boissons sucrées,
Etc...

Au lieu d'avoir des emballages mensongés.

C'est une mafia ! https://t.co/veBtJHzcI1",mix,negative
469,Attention ￼ Manger des insectes peut être risqué ! La chitine difficile à digérer pourrait causer des allergies et des problèmes digestifs. Pensez à votre santé avant de suivre la tendance. #Santé #Alimentation #Insectes https://t.co/SFwoedrC1d,Attention ￼ Manger des insectes peut être risqué ! La chitine difficile à digérer pourrait causer des allergies et des problèmes digestifs. Pensez à votre santé avant de suivre la tendance. #Santé #Alimentation #Insectes https://t.co/SFwoedrC1d,mix,negative
470,"Au moment où nos yeux sont fixés sur la situation sécuritaire à l'Est de notre pays,ici à Kinshasa les criminels en profitent pour faire leurs opérations dans des supermarchés,alimentation, cambistes etc.Nous invitons VPM de l'intérieur @shabani_lukoo à rétablir l'ordre. https://t.co/w6hRaAdnzR","Au moment où nos yeux sont fixés sur la situation sécuritaire à l'Est de notre pays,ici à Kinshasa les criminels en profitent pour faire leurs opérations dans des supermarchés,alimentation, cambistes etc.Nous invitons VPM de l'intérieur @shabani_lukoo à rétablir l'ordre. https://t.co/w6hRaAdnzR",mix,negative
471,"Controverse #1 
Alimentation de qualité pour tous et compétitivité de l’agriculture française : compatible ou antagoniste ? 
@SanderFranck, président de la CGB et vice-président du Copa et Jean-François Julliard, directeur général @greenpeacefr https://t.co/NbVzPgm1xl","Controverse #1 
Alimentation de qualité pour tous et compétitivité de l’agriculture française : compatible ou antagoniste ? 
@SanderFranck, président de la CGB et vice-président du Copa et Jean-François Julliard, directeur général @greenpeacefr https://t.co/NbVzPgm1xl",mix,positive
472,"🔋🇫🇷 La construction prochaine en France d'immenses data centers, très gourmands en énergie, soulève de nombreuses interrogations.

Leur alimentation se fera-t-elle aux dépens d'autres secteurs de l'environnement ? #JT20h #IA https://t.co/z7Z2Osd1fh","🔋🇫🇷 La construction prochaine en France d'immenses data centers, très gourmands en énergie, soulève de nombreuses interrogations.

Leur alimentation se fera-t-elle aux dépens d'autres secteurs de l'environnement ? #JT20h #IA https://t.co/z7Z2Osd1fh",mix,negative
473,"Nous devons être vigilants et BOYCOTTER toutes les produits QI utiliserons des insectes. Même si c’est des choses que l’on aime ! Un peu de courage bordel ! C’est notre seule arme. Et si nous boycottons en masse, ils plieront ! #nobug #insectes #alimentation","Nous devons être vigilants et BOYCOTTER toutes les produits QI utiliserons des insectes. Même si c’est des choses que l’on aime ! Un peu de courage bordel ! C’est notre seule arme. Et si nous boycottons en masse, ils plieront ! #nobug #insectes #alimentation",mix,negative
